event_nr,position,runner,agegroup,gender,club,time,age_grade,no_runs,no_volunteered
49,3,416ae7140b42c6494513c5b0f4938648c864263e94af2a6f7583d10b77c9ac0a,SM25-29,Männlich,,21:52,58.99,42,55
49,4,42fbf00641480b17b63e2068eeed66bff7e11ccf6652053e3d2e8b52b6189255,VM50-54,Männlich,ASC Konstanz,22:10,68.20,105,13
49,5,c287bca152ec01c6ea8ed11f3a948b3c92164e61657829d3d8ceb31f82580eb8,SM25-29,Männlich,,22:35,57.12,15,0
49,6,fe8aa2feee8443d49429b644f87307f96753b2f88fe924629d10c475f9f84b1d,VM60-64,Männlich,,23:19,69.41,47,21
49,7,7fd3aff02deda28ff39dea993716ab49413802bd2e639e8a0ebb54df74a6d509,VF55-59,Weiblich,,27:57,65.65,139,85
49,8,b33ad6e0459c4b4fae706efbbac846c7a3d08fbed2757b0fe9582318ff9c2840,VF45-49,Weiblich,,33:14,48.24,11,2
49,9,a55551e3fad1833b2fdad4305929db6c4316b0d593a065f7c47bedb77fe0c222,VM75-79,Männlich,,33:15,59.15,65,11
50,1,7654641b075f07c9da83dca2f2ad214a92f9dda919de879e2889621b67b82be4,VM40-44,Männlich,ASC Konstanz,19:14,72.01,11,0
50,2,4f62945b9b10bcd4d22d5a57bf34f7d1bd6905709776ee62ebb6c95b9164d552,VM40-44,Männlich,,22:17,61.26,29,9
50,3,416ae7140b42c6494513c5b0f4938648c864263e94af2a6f7583d10b77c9ac0a,SM25-29,Männlich,,22:30,57.33,42,55
50,4,42fbf00641480b17b63e2068eeed66bff7e11ccf6652053e3d2e8b52b6189255,VM50-54,Männlich,ASC Konstanz,22:46,66.40,105,13
50,5,eef395eaf7637cd2e907460a3e5bba2c9c84e6709195c878b2b5fd46629d53cc,VF40-44,Weiblich,ASC Konstanz,24:24,63.05,22,111
50,6,61cc0d06dc071fdc973a8bc871d8557b66964e4beca8489cdf7b9222e59fd13a,SF20-24,Weiblich,,24:45,59.80,10,1
50,7,0f54dd12e503c7ea24b231567f7119b37f91d6a8515b106dcef19481cf90df80,SF25-29,Weiblich,,25:25,58.23,59,28
50,8,62a579cb1e375c9e4dc41f756c25da74fca0d0df72bd22e8cad91a3c2dd0f3c8,SF25-29,Weiblich,,25:32,57.96,10,1
50,9,031438242deba2f829bcfa93847eaedd0d3b71f257ed38308ff725fba7de9e92,SM20-24,Männlich,,25:35,50.42,5,0
50,10,580a7b745e460183a48c7591f5442a5718a0a7c1dd829eea67e9d676cc535984,SF25-29,Weiblich,,26:46,55.29,5,0
50,11,60fbcb9caed15d99751dea19311a851d6ce232e2bee37e74b2724d0da906f0c0,VF35-39,Weiblich,,26:54,55.58,56,37
50,12,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,27:33,62.01,46,0
50,13,10eea9e3e858c54f4648d0fd9d991ff063e761a816b1ab1139a003bf7c828b4f,JW11-14,Weiblich,,31:11,53.34,16,0
50,14,5e541eac2dd0127f8e2d9da34b04054953c2a9a118a81853f08e3302b6d474f2,VM60-64,Männlich,,31:18,52.13,39,15
50,15,15792e65519a37c11d6793e6956e2bec1e024dd4dbaa16e901fde7046bc36fb0,SM30-34,Männlich,,31:25,41.54,5,2
50,16,5423a2a28446ca2708eec534738514b84653e1234e5802ae8356c364ac253324,SF30-34,Weiblich,,35:34,41.61,1,0
50,17,1be5a4bc82024ffc143ad211bdf364a72cdf914c6287a740bd23a9c5d546c7e4,VM60-64,Männlich,,35:35,45.85,36,4
50,18,5ee83b198582f17caebb7e2a5643476bf8dd30e7b21238dcb5063aff5169515a,VM70-74,Männlich,,37:02,50.32,48,5
50,19,98e4278bd1b6b40466eebeb54496040ac4fcdaacbdd237942c003335315a5297,VM70-74,Männlich,,37:03,48.81,83,16
50,20,811b1313b093a029151a088150f4703ae1ca4bdfcd356cd7b6bfbac86d8249a5,VF60-64,Weiblich,parkrun World tourists,37:36,52.35,167,10
50,21,288b15cd919417dbceee872326eae32ab1bb3e4c81fa45fab0da9e033859a78c,VF50-54,Weiblich,,37:37,45.68,48,4
51,1,e40883def69cfcf12777d84346578e519e08dd85f8fb3b83a19667791934c990,SM25-29,Männlich,,21:42,59.45,19,1
51,2,6f7afaaf683b4fe83de57ce1d8cd5bf9e107ec6a7025e72653efe8b6de4cc652,VM50-54,Männlich,,23:22,65.19,213,23
51,3,031438242deba2f829bcfa93847eaedd0d3b71f257ed38308ff725fba7de9e92,SM20-24,Männlich,,23:44,54.35,5,0
51,4,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,26:10,65.29,46,0
51,5,94991abe86716d03fea3cc0e604cdb68e9f0a0e706b0c8c9c18f57692ede1661,SF30-34,Weiblich,San Francisco Road Runners Club,26:44,55.61,33,3
51,6,eaa6722ee7e4543c4e56634cc09ece9d4006797ce5b5faa2e27ab6533303fd86,VF60-64,Weiblich,,27:02,73.86,63,96
51,7,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
51,8,a2791ea4c881a3202182856f54298cf8008ad9e0b54137b1c55fe552467771dc,SM25-29,Männlich,,27:03,47.75,26,13
51,9,5ce2cefed920177bd21060e4700b1c46054c830eea0f6337e9a076149ab08691,SF20-24,Weiblich,,28:25,52.08,148,34
51,10,be78b4f139545b7c9e7c1b4f6cbf5477f876f4dc314c78f2811584c5d6b5d154,SM20-24,Männlich,,41:25,31.27,22,1
51,11,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
51,12,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,42:39,35.29,63,26
51,13,02a08be1f4542a984a243ab10b8366ca21c2aa3c21156ebd9065c6ac6920ca3d,SF30-34,Weiblich,,42:40,34.92,10,0
51,14,5ee83b198582f17caebb7e2a5643476bf8dd30e7b21238dcb5063aff5169515a,VM70-74,Männlich,,42:41,43.65,48,5
51,15,288b15cd919417dbceee872326eae32ab1bb3e4c81fa45fab0da9e033859a78c,VF50-54,Weiblich,,42:42,40.24,48,4
52,1,e51ebfa605cd6f36a8dbf88b694726e1fc087e34a24c5298b4e0ed46fe0d2d29,SM30-34,Männlich,,18:23,70.72,4,0
52,2,be78b4f139545b7c9e7c1b4f6cbf5477f876f4dc314c78f2811584c5d6b5d154,SM20-24,Männlich,,19:29,66.47,22,1
52,3,66daff14c8384932123f43fcf0a7f97405a152e2fcbe189592d0f0271399fe4b,SM20-24,Männlich,,20:01,64.45,20,25
52,4,378eccce5f3496914a05c9214168bf58bb8aae20975bde92ea98b80087b34829,SF25-29,Weiblich,,20:51,70.98,1,0
52,5,c287bca152ec01c6ea8ed11f3a948b3c92164e61657829d3d8ceb31f82580eb8,SM25-29,Männlich,,20:54,61.72,15,0
52,6,d75a7b67972e215d2bc32edd6e053c968e150f77ae15b4ad58f1a41ebfc5965f,SF25-29,Weiblich,Macclesfield Harriers &amp; AC,21:28,68.94,217,40
52,7,fe6b217580afdfb420a63b143fd3be1fd0658ea8945c5ed3cddfc98cd544562d,SM25-29,Männlich,,23:03,56.04,21,9
52,8,61cc0d06dc071fdc973a8bc871d8557b66964e4beca8489cdf7b9222e59fd13a,SF20-24,Weiblich,,23:08,63.98,10,1
52,9,2b50a453fc92e9b755adf7466ef6534c1c3c6273a2c7bf2552050ef8350fe430,VM50-54,Männlich,,23:58,63.07,302,121
52,10,271f32a645337eae5145989112412f5ffac5f175d8a8bd45b1d6f0622c4d6ed2,SM30-34,Männlich,Macclesfield Harriers &amp; AC,25:23,51.41,281,15
52,11,580a7b745e460183a48c7591f5442a5718a0a7c1dd829eea67e9d676cc535984,SF25-29,Weiblich,,25:32,57.96,5,0
52,12,60fbcb9caed15d99751dea19311a851d6ce232e2bee37e74b2724d0da906f0c0,VF35-39,Weiblich,,25:49,57.91,56,37
52,13,5cd26b7071bc246d2aa4c5a115b8367d86a19f217dbbfb9f95ff808f42690ba3,VM50-54,Männlich,Stragglers,25:54,56.95,725,9
52,14,b87b0fa1bd5dc1c99f18651d43b4ad07ca26605d15f9cd25db322099c531a194,VM50-54,Männlich,,27:31,54.94,179,6
52,15,837d322eb58581bcd26fe7858f5c074fc96b370598a373fad166a397a1668d11,SF25-29,Weiblich,,27:44,53.37,1,0
52,16,ed34c506b55fb0a857ca4110727af5c42b03181c6b7a081f50f230c3b75f52fd,VF50-54,Weiblich,Stragglers,28:45,58.32,660,8
52,17,766c5d30f70f82077276ad391546fa945e41bcf8c81756fd274f7fe34cbf1162,JW11-14,Weiblich,Rushcliffe AC,29:09,55.86,131,6
52,18,afa7025825e54e9eb80acd61341299b83f19d64f02ec456df387dd8e79661fb4,VM50-54,Männlich,Rushcliffe AC,29:09,52.26,202,23
52,19,0f42f1807f38d978560cde9034fb7cb2add46ce30e05851d9a070d9ed20c79f7,VF50-54,Weiblich,Rushcliffe AC,31:13,53.71,197,33
52,20,5b780761233e0beaee8048a6575728eb6118ce9d348ee7fb49e10c0e519e015b,SF25-29,Weiblich,,31:52,46.44,1,0
52,21,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
52,22,e1f0f3d21e33199625562b0ecf48160c7153656f6ee5a720775145ee866674b3,JM11-14,Männlich,Rushcliffe AC,32:15,46.10,136,3
52,23,8643b33a49d394b19d9da6c1362a9449324d8f1282296a6c6b8e0829e546760b,VF35-39,Weiblich,,34:58,43.28,125,154
52,24,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,36:24,41.35,63,26
52,25,25228761c59d81b56377bd159c1d07560d7d85512bc1cdf3e7a65c8079cb8ce1,VF60-64,Weiblich,,39:37,51.16,142,0
52,26,def9d66c124efd8e7d968bbf9c7420a56c9e994b7683f266c642142b6daafef3,VM60-64,Männlich,,39:40,40.80,133,0
52,27,d10dadac1d99aa03704a040d555d843e51b1a7537490bfbaded914ba8cb444cf,VM45-49,Männlich,Lusk Athletic Club,44:10,32.87,148,230
52,28,a55551e3fad1833b2fdad4305929db6c4316b0d593a065f7c47bedb77fe0c222,VM75-79,Männlich,,50:56,39.43,65,11
52,29,d8decb26eef406df50d85a1ac4195aa1fd90f7825aebd3a4f4575bb148d28e7c,VM65-69,Männlich,Lufthansa SV,51:07,33.75,205,184
53,1,9f35459ef7c931882b06a778ab83866033bbf376c659b495e533cc6c2f8204f8,SM20-24,Männlich,,18:17,70.56,4,1
53,2,80dbda67efbb1fd9d68ce961387bececb729d61e2924640016b200d76641473f,SM30-34,Männlich,,18:56,68.93,15,0
53,3,275fce6aff801b41f6da193617186cdbd93185607946f8976491bdba0e644d07,SM25-29,Männlich,,19:23,66.55,9,2
53,4,0654d3b664d85d7c8ec75a2d76a2ba69ad7d6c0a933c301f54bb32bc46dc6758,SM25-29,Männlich,,20:40,62.42,4,0
53,5,4983084e81547b81c5cf3330f38194531589a1ce9f05dcc0bb71f48a1ef6a435,SM25-29,Männlich,ASC Konstanz,21:19,60.52,10,2
53,6,416ae7140b42c6494513c5b0f4938648c864263e94af2a6f7583d10b77c9ac0a,SM25-29,Männlich,,21:35,59.77,42,55
53,7,66075a03b6e1755700049fcc25dbcbefa4e8e74db36db1a47d4ff1030c9612d6,VM45-49,Männlich,,25:47,56.30,31,2
53,8,7be1e917b896ea047083cf87f288f9e83d3575d4d68d52378385878a11687711,SM30-34,Männlich,,26:27,49.02,7,0
53,9,476841d36fcf033441482c26dc0596564dcbdd6d352f4b23361d5e42aac33f75,VM40-44,Männlich,,26:47,51.34,118,161
53,10,115c658895c0ad74cf15e312be83e0a9039e5da9737a070de9630e687cb905d0,SF30-34,Weiblich,,27:12,54.53,4,0
53,11,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,28:18,60.37,46,0
53,12,5e541eac2dd0127f8e2d9da34b04054953c2a9a118a81853f08e3302b6d474f2,VM60-64,Männlich,,28:19,57.62,39,15
53,13,a55551e3fad1833b2fdad4305929db6c4316b0d593a065f7c47bedb77fe0c222,VM75-79,Männlich,,28:45,69.86,65,11
53,14,10eea9e3e858c54f4648d0fd9d991ff063e761a816b1ab1139a003bf7c828b4f,JW11-14,Weiblich,,31:35,52.66,16,0
53,15,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
53,16,031438242deba2f829bcfa93847eaedd0d3b71f257ed38308ff725fba7de9e92,SM20-24,Männlich,,31:50,40.52,5,0
53,17,288b15cd919417dbceee872326eae32ab1bb3e4c81fa45fab0da9e033859a78c,VF50-54,Weiblich,,37:43,45.56,48,4
53,18,5ee83b198582f17caebb7e2a5643476bf8dd30e7b21238dcb5063aff5169515a,VM70-74,Männlich,,37:44,49.38,48,5
53,19,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,43:39,34.48,63,26
53,20,62a579cb1e375c9e4dc41f756c25da74fca0d0df72bd22e8cad91a3c2dd0f3c8,SF25-29,Weiblich,,43:58,33.66,10,1
54,1,fd11456a371d78be686ff747cce061fad9c9b594ab17206046cf978b8b0f1ac6,SM20-24,Männlich,,18:48,69.33,234,20
54,2,33e7dbafc6e9ff0444b357d4b34d0442e10e7b1c6a4bd47ba773f02a413cbb38,SM30-34,Männlich,Basel Running Club,19:05,67.77,11,0
54,3,54f2c6681e340349410a5f65ea61ea633f209e93e2d6f27892249f6fbfb9cff4,VM35-39,Männlich,adidas Runners Munich,22:18,60.31,109,192
54,4,32c600552805068370fae5da82eb6407ce5f9236099b3c1786af72a0e1979583,VM45-49,Männlich,,22:39,64.09,13,0
54,5,e3ac0998c1ce9ca87c35c4343d2d4cd8168cfcd7f1042a9e682c757ab12c2c93,VM55-59,Männlich,,22:44,68.77,273,144
54,6,42fbf00641480b17b63e2068eeed66bff7e11ccf6652053e3d2e8b52b6189255,VM50-54,Männlich,ASC Konstanz,23:09,65.30,105,13
54,7,031438242deba2f829bcfa93847eaedd0d3b71f257ed38308ff725fba7de9e92,SM20-24,Männlich,,23:10,55.68,5,0
54,8,af464e874964a366b43d346da4ddc8ff2233461912c694bce0b9c3958d10e126,VM60-64,Männlich,Bungay Black Dog RC,24:28,67.30,140,33
54,9,14ff76a163475ecd99f85b563fbbc6edb2da2c99cb1f62544bb18275f244b9f8,SM20-24,Männlich,,25:34,50.46,4,0
54,10,1be5a4bc82024ffc143ad211bdf364a72cdf914c6287a740bd23a9c5d546c7e4,VM60-64,Männlich,,25:35,63.78,36,4
54,11,36a9e54fd5a0f2017e99f6170b1295aca301f0982b77fc0649c4ed05b5269bc0,VF35-39,Weiblich,LT Rheinhessen-Pfalz,26:22,57.40,71,11
54,12,c364c6ae866b829ba30f65947b066f87b01d98e9bb31785f4b05ea2c9aa86c5f,VF55-59,Weiblich,Leamington C and AC,26:39,69.79,133,16
54,13,91997500fe7b53f693d6119fa984eff6f0905791b523e8602e188cc7f6886e74,VM45-49,Männlich,Team beVegt.de,27:29,51.61,2,0
54,14,926eb807a2dcc253db4c7bcf5d437d710f25e09a772606d3c716b5be63f73e5d,VM55-59,Männlich,,29:03,54.73,3,0
54,15,f20653b596eef40663dc9688e350dfba795e4feb6eced05051e05a3176521444,SF25-29,Weiblich,,29:22,50.40,2,0
54,16,9eea87ee74e327e7a4fc25015261ccc05304440b93f7d36d8d2d9ef1316f2b10,SF30-34,Weiblich,,31:14,47.49,7,0
54,17,7c40793930fbda2d46cfb19cb93dbb22c65341af0b5cc76995b89ce3a26591df,VF40-44,Weiblich,,33:47,46.57,120,0
54,18,3e2b66e1377dc80951554abe94b8ecd95d744f96a54ecabe8115ab698501d66b,VM35-39,Männlich,,34:45,38.42,108,49
54,19,d08539f7f2cc69cc04f73b0b990cfec46384a04720da53a1602a0d5e91e87309,VM65-69,Männlich,,34:46,49.62,11,3
54,20,5ee83b198582f17caebb7e2a5643476bf8dd30e7b21238dcb5063aff5169515a,VM70-74,Männlich,,37:38,49.51,48,5
54,21,073ef2fd9dbb914dee162f4b4349abf2a87e4f9e3079848604d3ee6354089e2c,VF40-44,Weiblich,SA Orienteers,41:48,36.80,146,86
54,22,91c5979716aaa53f77bb7aec504267e51ffdd08d178c6e44950869c9ff35e50e,VF50-54,Weiblich,,53:40,32.02,194,84
54,23,288b15cd919417dbceee872326eae32ab1bb3e4c81fa45fab0da9e033859a78c,VF50-54,Weiblich,,53:42,32.00,48,4
55,1,4ace16efa9e8c61dcef9f7f54b0968a1f50d1e0763ec1d123543b790b0b2ed14,SM30-34,Männlich,Stroud &amp; District AC,18:36,69.89,26,4
55,2,66daff14c8384932123f43fcf0a7f97405a152e2fcbe189592d0f0271399fe4b,SM20-24,Männlich,,19:26,66.38,20,25
55,3,0654d3b664d85d7c8ec75a2d76a2ba69ad7d6c0a933c301f54bb32bc46dc6758,SM25-29,Männlich,,19:48,65.15,4,0
55,4,5450a819d6377e5f7916710a95cb4fad6cccc6630cf4a6209bd64fa526716c30,SM20-24,Männlich,,20:30,62.93,3,0
55,5,93e912e69b5b3259e5cbcc2d2eaa37217e04233728e4c3a78764b00916b776ac,SF30-34,Weiblich,Team beVegt.de,20:37,71.87,44,9
55,6,42fbf00641480b17b63e2068eeed66bff7e11ccf6652053e3d2e8b52b6189255,VM50-54,Männlich,ASC Konstanz,21:26,70.53,105,13
55,7,c287bca152ec01c6ea8ed11f3a948b3c92164e61657829d3d8ceb31f82580eb8,SM25-29,Männlich,,22:07,58.40,15,0
55,8,d25642fecd19cabdfd408da54fb0350005bea2f52f6dd772726e33fd55364e3d,SM20-24,Männlich,,23:34,54.74,4,0
55,9,3ae290d22310bcf16b7eb9007b62994cd14a3fc8e58439c43e86d85740fb39e7,SM30-34,Männlich,Team beVegt.de,23:57,54.14,37,4
55,10,61cc0d06dc071fdc973a8bc871d8557b66964e4beca8489cdf7b9222e59fd13a,SF20-24,Weiblich,,24:31,60.37,10,1
55,11,14ff76a163475ecd99f85b563fbbc6edb2da2c99cb1f62544bb18275f244b9f8,SM20-24,Männlich,,24:50,51.95,4,0
55,12,44062b7b3d14f23ac25e33b06e404c89605ef77c9e448311e0c903217333d1e0,VM45-49,Männlich,,25:07,58.26,153,20
55,13,761d0d4eb4ec6ec38a5f602e1ce618e0e5382ccc8d2e3278097b109387dcabe8,SF18-19,Weiblich,Ravenstone Runners,25:41,58.27,258,120
55,14,7492ab7c96bf84e9dfafc2a3be1d9aaabb75d45e60caa0dcc8791c0b0559c941,VM50-54,Männlich,Clapham Chasers RC,26:16,56.15,447,316
55,15,0f54dd12e503c7ea24b231567f7119b37f91d6a8515b106dcef19481cf90df80,SF25-29,Weiblich,,26:30,55.85,59,28
55,16,104550e5d4ba152bc44dd5f7e09d84293615c8a150bd4183d51bebbadfd89c68,SF25-29,Weiblich,,26:32,55.78,10,5
55,17,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
55,18,e40883def69cfcf12777d84346578e519e08dd85f8fb3b83a19667791934c990,SM25-29,Männlich,,26:40,48.38,19,1
55,19,60fbcb9caed15d99751dea19311a851d6ce232e2bee37e74b2724d0da906f0c0,VF35-39,Weiblich,,27:00,55.37,56,37
55,20,115c658895c0ad74cf15e312be83e0a9039e5da9737a070de9630e687cb905d0,SF30-34,Weiblich,,28:14,52.54,4,0
55,21,fb0ec006321eaeb1c37c0855e3fdd840bb8e0e05217171a7357000ece91604f1,VF45-49,Weiblich,Trinity Church Perth,28:22,57.70,176,20
55,22,f20653b596eef40663dc9688e350dfba795e4feb6eced05051e05a3176521444,SF25-29,Weiblich,,29:08,50.80,2,0
55,23,926eb807a2dcc253db4c7bcf5d437d710f25e09a772606d3c716b5be63f73e5d,VM55-59,Männlich,,29:09,54.55,3,0
55,24,a55551e3fad1833b2fdad4305929db6c4316b0d593a065f7c47bedb77fe0c222,VM75-79,Männlich,,29:24,68.31,65,11
55,25,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,40:53,36.81,63,26
55,26,f308b88be7a5db76571faf69f2e05a55e7d8193cbe215303b3d15e2a6de5830b,VF55-59,Weiblich,,52:21,36.04,5,0
55,27,3e93c348301e4fb97a4448209a561cc4b42d185d3df990f4ff51632eb8964ee1,VM65-69,Männlich,ASC Konstanz,52:22,33.29,138,137
56,1,4ace16efa9e8c61dcef9f7f54b0968a1f50d1e0763ec1d123543b790b0b2ed14,SM30-34,Männlich,Stroud &amp; District AC,18:46,69.27,26,4
56,2,3a549bd6bf0d9a17251390ca16c7bdbc534568c0e6d7cf1d626b69f12477db9f,SM25-29,Männlich,,19:22,66.61,56,2
56,3,66daff14c8384932123f43fcf0a7f97405a152e2fcbe189592d0f0271399fe4b,SM20-24,Männlich,,19:26,66.38,20,25
56,4,ec973bd99c41628af732584be57af9b3cb749f0e5d70f246966a7d69715249a3,SM25-29,Männlich,,20:08,64.07,56,61
56,5,62216c2dfad8aff83ca4ce3a7562b25bb251e6638f644769df0099cc96e36606,SM25-29,Männlich,,21:34,59.81,9,2
56,6,bfe3f73c20ca29e448f7ab5f20de1a341b38c98568d0975e40fd97ff59c862b7,VM55-59,Männlich,,22:05,70.19,1,0
56,7,93e912e69b5b3259e5cbcc2d2eaa37217e04233728e4c3a78764b00916b776ac,SF30-34,Weiblich,Team beVegt.de,22:46,65.08,44,9
56,8,3ae290d22310bcf16b7eb9007b62994cd14a3fc8e58439c43e86d85740fb39e7,SM30-34,Männlich,Team beVegt.de,22:46,56.95,37,4
56,9,0f54dd12e503c7ea24b231567f7119b37f91d6a8515b106dcef19481cf90df80,SF25-29,Weiblich,,23:35,62.76,59,28
56,10,85a95c0b316a29525650a5d39a218b87dd0dd35abaabc5c4afd50ba175dab8c9,SF30-34,Weiblich,,24:09,61.28,2,0
56,11,61cc0d06dc071fdc973a8bc871d8557b66964e4beca8489cdf7b9222e59fd13a,SF20-24,Weiblich,,24:24,60.66,10,1
56,12,8221a5dadc813b0ecfcb720ef101f05a4a99135a69b78cefcba4aed3b0eaf084,VM55-59,Männlich,,25:27,60.90,117,8
56,13,d25642fecd19cabdfd408da54fb0350005bea2f52f6dd772726e33fd55364e3d,SM20-24,Männlich,,25:37,50.36,4,0
56,14,926eb807a2dcc253db4c7bcf5d437d710f25e09a772606d3c716b5be63f73e5d,VM55-59,Männlich,,25:42,61.87,3,0
56,15,1be5a4bc82024ffc143ad211bdf364a72cdf914c6287a740bd23a9c5d546c7e4,VM60-64,Männlich,,25:58,62.84,36,4
56,16,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,27:17,62.61,46,0
56,17,c324ca93d4dc8799b0156ac1be4dd1056c6d4102b0265b7dac515df6e0ee4fad,SM20-24,Männlich,,28:08,45.85,2,0
56,18,d4b68bb1606fd1e3212a292d0946e6100f2297e4057122276d1e874bf3beb00c,VM65-69,Männlich,,31:45,54.91,341,29
56,19,37804d893003e060887802fbb8d9957cb19133c3ab12c1aea3f2cb5eebfb22b2,SF25-29,Weiblich,,32:43,45.24,38,1
56,20,3e93c348301e4fb97a4448209a561cc4b42d185d3df990f4ff51632eb8964ee1,VM65-69,Männlich,ASC Konstanz,32:45,53.23,138,137
56,21,288b15cd919417dbceee872326eae32ab1bb3e4c81fa45fab0da9e033859a78c,VF50-54,Weiblich,,38:45,44.34,48,4
56,22,5ee83b198582f17caebb7e2a5643476bf8dd30e7b21238dcb5063aff5169515a,VM70-74,Männlich,,38:46,48.07,48,5
56,23,c45699b9d6402089320315c040dc9102ff7b865d945a89828f2b22075086a648,VF45-49,Weiblich,,46:03,35.54,215,34
56,24,6796ad2c7e84c903907dbfe885e15ef49c3c5491edf8111d904e99e9d70dd3cc,VM55-59,Männlich,,46:05,33.63,238,31
56,25,16e89aa519d00ac7e041f0627f152e9325ea9bac0b50da7d8bf473a9e42e3b07,VF55-59,Weiblich,,47:14,38.32,3,1
56,26,e275aa738bea1c676337e6af8acac80a6ebb7ea79e4e4c843e41650f64e924e8,VF65-69,Weiblich,,54:38,38.26,11,7
56,27,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,54:42,27.51,63,26
57,1,4ace16efa9e8c61dcef9f7f54b0968a1f50d1e0763ec1d123543b790b0b2ed14,SM30-34,Männlich,Stroud &amp; District AC,18:20,70.91,26,4
57,2,4843573c51008bf72544b1d3c1cee8ed8ad8ab84ad4e0a2f71dc12c600320ce4,SM20-24,Männlich,Cambridge Harriers,19:33,66.67,72,79
57,3,0654d3b664d85d7c8ec75a2d76a2ba69ad7d6c0a933c301f54bb32bc46dc6758,SM25-29,Männlich,,20:27,63.08,4,0
57,4,3d8250d8ad8fc0a826a8a30fd6b52b7a3d273602c3bf5f8cc57dccd5abb662f4,VM35-39,Männlich,,21:43,61.09,113,12
57,5,bba20d80782d1927ae03a43111141a98cf8dfac0d98aa1f8320a258f1a10d65a,SM25-29,Männlich,,23:16,55.44,148,9
57,6,0f54dd12e503c7ea24b231567f7119b37f91d6a8515b106dcef19481cf90df80,SF25-29,Weiblich,,23:24,63.25,59,28
57,7,79d2f850b3a0f60ea044046d346ddd0d7757dd661dad9a0bc1c83d288ea86356,VM45-49,Männlich,,23:24,62.04,65,21
57,8,d25642fecd19cabdfd408da54fb0350005bea2f52f6dd772726e33fd55364e3d,SM20-24,Männlich,,23:50,54.13,4,0
57,9,14ff76a163475ecd99f85b563fbbc6edb2da2c99cb1f62544bb18275f244b9f8,SM20-24,Männlich,,23:50,54.13,4,0
57,10,62a579cb1e375c9e4dc41f756c25da74fca0d0df72bd22e8cad91a3c2dd0f3c8,SF25-29,Weiblich,,24:34,60.24,10,1
57,11,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
57,12,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,26:13,65.16,46,0
57,13,c13090b140b31a4fbc481f03495e8ad6e3cc479a9ee7ae585d425364ced8fa6c,SF30-34,Weiblich,,26:43,55.77,132,23
57,14,eaa6722ee7e4543c4e56634cc09ece9d4006797ce5b5faa2e27ab6533303fd86,VF60-64,Weiblich,,27:34,72.43,63,96
57,15,c324ca93d4dc8799b0156ac1be4dd1056c6d4102b0265b7dac515df6e0ee4fad,SM20-24,Männlich,,28:26,45.37,2,0
57,16,871f57db60148c448ad2c9e2ec45fa270e0ce3471ad56775a862e8630a63d95e,SF20-24,Weiblich,,29:06,50.86,3,2
57,17,40d1095e6b08d219d6e1c2ab792c3b1b3fa50e6e5869371821cb86236daa606f,JM11-14,Männlich,,33:16,43.59,32,20
57,18,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
57,19,b8d6d25a95ccb5b5a71ddd606cab4cc692a622b4fc290a0ea21fa529e3f6ded1,VM65-69,Männlich,,34:59,48.83,122,0
57,20,288b15cd919417dbceee872326eae32ab1bb3e4c81fa45fab0da9e033859a78c,VF50-54,Weiblich,,36:48,47.33,48,4
57,21,5ee83b198582f17caebb7e2a5643476bf8dd30e7b21238dcb5063aff5169515a,VM70-74,Männlich,,36:48,50.63,48,5
57,22,10eea9e3e858c54f4648d0fd9d991ff063e761a816b1ab1139a003bf7c828b4f,JW11-14,Weiblich,,40:52,40.70,16,0
